,Insult,Date,Comment,tokenized_sents,stemmed,replaced stemmed
43,0,20120620024445Z,good job fellas i didnt quite read the rules about a signature piece but i guess that was as good as any i found some great blogs to follow and to share over at g if im not commenting on your blogs its because i always throw my two cents in when i post my share add me on there if you are a googler nhttpsplusgooglecom109258118458627782001posts again congratulations to the winners and i hope we get the chance to submit something else this was fucking fun,"['good', 'job', 'fellas', 'didnt', 'quite', 'read', 'rules', 'signature', 'piece', 'guess', 'good', 'found', 'great', 'blogs', 'follow', 'share', 'g', 'im', 'commenting', 'blogs', 'always', 'throw', 'two', 'cents', 'post', 'share', 'add', 'googler', 'nhttpsplusgooglecom109258118458627782001posts', 'congratulations', 'winners', 'hope', 'get', 'chance', 'submit', 'something', 'else', 'fucking', 'fun']","['good', 'job', 'fella', 'didnt', 'quit', 'read', 'rule', 'signatur', 'piec', 'guess', 'good', 'found', 'great', 'blog', 'follow', 'share', 'g', 'im', 'comment', 'blog', 'alway', 'throw', 'two', 'cent', 'post', 'share', 'add', 'googler', 'nhttpsplusgooglecom109258118458627782001post', 'congratul', 'winner', 'hope', 'get', 'chanc', 'submit', 'someth', 'els', 'fuck', 'fun']","['good', 'job', 'fella', 'didnt', 'quit', 'read', 'rule', 'signatur', 'piec', 'guess', 'good', 'found', 'great', 'blog', 'follow', 'share', 'g', 'im', 'comment', 'blog', 'alway', 'throw', 'two', 'cent', 'post', 'share', 'add', 'googler', 'nhttpsplusgooglecom109258118458627782001post', 'congratul', 'winner', 'hope', 'get', 'chanc', 'submit', 'someth', 'els', 'fuck', 'fun']"
44,0,,i say hang is ass in the center of the town to let it be known that this type of behavior gets this type of punishment the lady had a kid 1 week ago women arent safe to have sex after child birth for at least 6 weeks so even if this wasxc2xa0consensual it would have been wayyyyy too soon and hurt the lady i am so glad the the baby is so young and will not remember this event happening in its house and i hope the mother recovers quickly,"['say', 'hang', 'ass', 'center', 'town', 'let', 'known', 'type', 'behavior', 'gets', 'type', 'punishment', 'lady', 'kid', '1', 'week', 'ago', 'women', 'arent', 'safe', 'sex', 'child', 'birth', 'least', '6', 'weeks', 'even', 'wasxc2xa0consensual', 'would', 'wayyyyy', 'soon', 'hurt', 'lady', 'glad', 'baby', 'young', 'remember', 'event', 'happening', 'house', 'hope', 'mother', 'recovers', 'quickly']","['say', 'hang', 'ass', 'center', 'town', 'let', 'known', 'type', 'behavior', 'get', 'type', 'punish', 'ladi', 'kid', '1', 'week', 'ago', 'women', 'arent', 'safe', 'sex', 'child', 'birth', 'least', '6', 'week', 'even', 'wasxc2xa0consensu', 'would', 'wayyyyy', 'soon', 'hurt', 'ladi', 'glad', 'babi', 'young', 'rememb', 'event', 'happen', 'hous', 'hope', 'mother', 'recov', 'quick']","['say', 'hang', 'ass', 'center', 'town', 'let', 'known', 'type', 'behavior', 'get', 'type', 'punish', 'ladi', 'kid', '1', 'week', 'ago', 'women', 'arent', 'safe', 'sex', 'child', 'birth', 'least', '6', 'week', 'even', 'wasxc2xa0consensu', 'would', 'wayyyyy', 'soon', 'hurt', 'ladi', 'glad', 'babi', 'young', 'rememb', 'event', 'happen', 'hous', 'hope', 'mother', 'recov', 'quick']"
45,1,20120619074710Z,faggot,['faggot'],['faggot'],['faggot']
46,0,20120529201852Z,you right if you are relaxe then you can give better result or perform and your identity should be from your work,"['right', 'relaxe', 'give', 'better', 'result', 'perform', 'identity', 'work']","['right', 'relax', 'give', 'better', 'result', 'perform', 'ident', 'work']","['right', 'relax', 'give', 'better', 'result', 'perform', 'ident', 'work']"
47,1,20120529130844Z,aimless abe you are a delusion weirdo that should be locked up inside and kept away from computersxa0 anyone who doubts the lunacy of abe the moronic prog frog from nyc please read this thread and you will see abe completely come apart from the seams and go off the deep end,"['aimless', 'abe', 'delusion', 'weirdo', 'locked', 'inside', 'kept', 'away', 'computersxa0', 'anyone', 'doubts', 'lunacy', 'abe', 'moronic', 'prog', 'frog', 'nyc', 'please', 'read', 'thread', 'see', 'abe', 'completely', 'come', 'apart', 'seams', 'go', 'deep', 'end']","['aimless', 'abe', 'delus', 'weirdo', 'lock', 'insid', 'kept', 'away', 'computersxa0', 'anyon', 'doubt', 'lunaci', 'abe', 'moron', 'prog', 'frog', 'nyc', 'pleas', 'read', 'thread', 'see', 'abe', 'complet', 'come', 'apart', 'seam', 'go', 'deep', 'end']","['aimless', 'abe', 'delus', 'weirdo', 'lock', 'insid', 'kept', 'away', 'computersxa0', 'anyon', 'doubt', 'lunaci', 'abe', 'moron', 'prog', 'frog', 'nyc', 'pleas', 'read', 'thread', 'see', 'abe', 'complet', 'come', 'apart', 'seam', 'go', 'deep', 'end']"
48,0,20120610150536Z,that i do not doubtnnas a blackberry clonennbut your original argument was not that android would have existed just that android somehow predates ios development,"['doubtnnas', 'blackberry', 'clonennbut', 'original', 'argument', 'android', 'would', 'existed', 'android', 'somehow', 'predates', 'ios', 'development']","['doubtnna', 'blackberri', 'clonennbut', 'origin', 'argument', 'android', 'would', 'exist', 'android', 'somehow', 'predat', 'io', 'develop']","['doubtnna', 'blackberri', 'clonennbut', 'origin', 'argument', 'android', 'would', 'exist', 'android', 'somehow', 'predat', 'io', 'develop']"
49,0,20120530023429Z,okc should work out a deal to get a pg who plays more like parker or cp3  i think nash at the point and move westbrook to sg that team would be unstoppable  imagine the shots nash would create for durant  then westbrook would be at his natural position too the guy doesnt create shots or distribute,"['okc', 'work', 'deal', 'get', 'pg', 'plays', 'like', 'parker', 'cp3', 'think', 'nash', 'point', 'move', 'westbrook', 'sg', 'team', 'would', 'unstoppable', 'imagine', 'shots', 'nash', 'would', 'create', 'durant', 'westbrook', 'would', 'natural', 'position', 'guy', 'doesnt', 'create', 'shots', 'distribute']","['okc', 'work', 'deal', 'get', 'pg', 'play', 'like', 'parker', 'cp3', 'think', 'nash', 'point', 'move', 'westbrook', 'sg', 'team', 'would', 'unstopp', 'imagin', 'shot', 'nash', 'would', 'creat', 'durant', 'westbrook', 'would', 'natur', 'posit', 'guy', 'doesnt', 'creat', 'shot', 'distribut']","['okc', 'work', 'deal', 'get', 'pg', 'play', 'like', 'parker', 'cp3', 'think', 'nash', 'point', 'move', 'westbrook', 'sg', 'team', 'would', 'unstopp', 'imagin', 'shot', 'nash', 'would', 'creat', 'durant', 'westbrook', 'would', 'natur', 'posit', 'guy', 'doesnt', 'creat', 'shot', 'distribut']"
50,0,20120619183841Z,mahers show goes on and onnpalinsxa0 alakda show gets cancelednnisnt the free market wonderful,"['mahers', 'show', 'goes', 'onnpalinsxa0', 'alakda', 'show', 'gets', 'cancelednnisnt', 'free', 'market', 'wonderful']","['maher', 'show', 'goe', 'onnpalinsxa0', 'alakda', 'show', 'get', 'cancelednnisnt', 'free', 'market', 'wonder']","['maher', 'show', 'goe', 'onnpalinsxa0', 'alakda', 'show', 'get', 'cancelednnisnt', 'free', 'market', 'wonder']"
51,1,20120320131007Z,even as a troll you are a pathetic failure,"['even', 'troll', 'pathetic', 'failure']","['even', 'troll', 'pathet', 'failur']","['even', 'troll', 'pathet', 'failur']"
52,0,20120529231612Z,grazie mille sabrina sei cosxec dolcennbaci,"['grazie', 'mille', 'sabrina', 'sei', 'cosxec', 'dolcennbaci']","['grazi', 'mill', 'sabrina', 'sei', 'cosxec', 'dolcennbaci']","['grazi', 'mill', 'sabrina', 'sei', 'cosxec', 'dolcennbaci']"
53,0,20120530064120Z,yeah well it would still be better than letting them sit there for 2030 years on my dime before sticking a needle in their veins i say give them all a noose if they choose to kill themselves so be it,"['yeah', 'well', 'would', 'still', 'better', 'letting', 'sit', '2030', 'years', 'dime', 'sticking', 'needle', 'veins', 'say', 'give', 'noose', 'choose', 'kill']","['yeah', 'well', 'would', 'still', 'better', 'let', 'sit', '2030', 'year', 'dime', 'stick', 'needl', 'vein', 'say', 'give', 'noos', 'choos', 'kill']","['yeah', 'well', 'would', 'still', 'better', 'let', 'sit', '2030', 'year', 'dime', 'stick', 'needl', 'vein', 'say', 'give', 'noos', 'choos', 'kill']"
54,0,20120612003945Z,umnxa0nholy fuck i need a cigarette,"['umnxa0nholy', 'fuck', 'need', 'cigarette']","['umnxa0nholi', 'fuck', 'need', 'cigarett']","['umnxa0nholi', 'fuck', 'need', 'cigarett']"
55,1,20120502173058Z,youre a moron truth is beyond your reach,"['youre', 'moron', 'truth', 'beyond', 'reach']","['your', 'moron', 'truth', 'beyond', 'reach']","['your', 'moron', 'truth', 'beyond', 'reach']"
56,0,20120529022638Z,you seem wistful,"['seem', 'wistful']","['seem', 'wist']","['seem', 'wist']"
57,0,20120529141937Z,damn speedy recovery paulraining prayers down on you,"['damn', 'speedy', 'recovery', 'paulraining', 'prayers']","['damn', 'speedi', 'recoveri', 'paulrain', 'prayer']","['damn', 'speedi', 'recoveri', 'paulrain', 'prayer']"
58,0,20120528151453Z,the laughs you two heard were triggered by memories of his own highflying exits off moving beasts,"['laughs', 'two', 'heard', 'triggered', 'memories', 'highflying', 'exits', 'moving', 'beasts']","['laugh', 'two', 'heard', 'trigger', 'memori', 'highfli', 'exit', 'move', 'beast']","['laugh', 'two', 'heard', 'trigger', 'memori', 'highfli', 'exit', 'move', 'beast']"
59,1,20120619203151Z,your antisemitic rants are not welcomed here you are a racist moronnfu,"['antisemitic', 'rants', 'welcomed', 'racist', 'moronnfu']","['antisemit', 'rant', 'welcom', 'racist', 'moronnfu']","['antisemit', 'rant', 'welcom', 'racist', 'moronnfu']"
60,0,20120620175146Z,nonstopdrivel was fredex on this team,"['nonstopdrivel', 'fredex', 'team']","['nonstopdrivel', 'fredex', 'team']","['nonstopdrivel', 'fredex', 'team']"
61,1,20120619033424Z,god youre tiresome get a life you loser,"['god', 'youre', 'tiresome', 'get', 'life', 'loser']","['god', 'your', 'tiresom', 'get', 'life', 'loser']","['god', 'your', 'tiresom', 'get', 'life', 'loser']"
62,0,20120612141919Z,stop pretending ur not bradleys side youre the bsare u blind dont give us that stupidxa0longxa0explainations of yoursxa0youxa0xa0sounds like that 2 idiot judges exactly carbon copy arum we need our moneyyyy bacckkkkkkk ,"['stop', 'pretending', 'ur', 'bradleys', 'side', 'youre', 'bsare', 'u', 'blind', 'dont', 'give', 'us', 'stupidxa0longxa0explainations', 'yoursxa0youxa0xa0sounds', 'like', '2', 'idiot', 'judges', 'exactly', 'carbon', 'copy', 'arum', 'need', 'moneyyyy', 'bacckkkkkkk']","['stop', 'pretend', 'ur', 'bradley', 'side', 'your', 'bsare', 'u', 'blind', 'dont', 'give', 'us', 'stupidxa0longxa0explain', 'yoursxa0youxa0xa0sound', 'like', '2', 'idiot', 'judg', 'exact', 'carbon', 'copi', 'arum', 'need', 'moneyyyi', 'bacckkkkkkk']","['stop', 'pretend', 'you', 'bradley', 'side', 'your', 'bsare', 'you', 'blind', 'dont', 'give', 'us', 'stupidxa0longxa0explain', 'yoursxa0youxa0xa0sound', 'like', '2', 'idiot', 'judg', 'exact', 'carbon', 'copi', 'arum', 'need', 'moneyyyi', 'bacckkkkkkk']"
63,0,20120610012708Z,fucking weird game man,"['fucking', 'weird', 'game', 'man']","['fuck', 'weird', 'game', 'man']","['fuck', 'weird', 'game', 'man']"
64,0,20120620031132Z,i told you i would give it if you did you started acting likje a tough guy behind your moms computer then i asked you 20 times for an address and you still wont give it,"['told', 'would', 'give', 'started', 'acting', 'likje', 'tough', 'guy', 'behind', 'moms', 'computer', 'asked', '20', 'times', 'address', 'still', 'wont', 'give']","['told', 'would', 'give', 'start', 'act', 'likj', 'tough', 'guy', 'behind', 'mom', 'comput', 'ask', '20', 'time', 'address', 'still', 'wont', 'give']","['told', 'would', 'give', 'start', 'act', 'likj', 'tough', 'guy', 'behind', 'mom', 'comput', 'ask', '20', 'time', 'address', 'still', 'wont', 'give']"
65,0,20120619055834Z,i dont know if lewis is a little boy or little girl either way it becomes the third on my list of petulant idiots you will understand when you grow up ask an old bastard member of your family to explain such actions cannot be tolerated how come you blame the line judge weird,"['dont', 'know', 'lewis', 'little', 'boy', 'little', 'girl', 'either', 'way', 'becomes', 'third', 'list', 'petulant', 'idiots', 'understand', 'grow', 'ask', 'old', 'bastard', 'member', 'family', 'explain', 'actions', 'tolerated', 'come', 'blame', 'line', 'judge', 'weird']","['dont', 'know', 'lewi', 'littl', 'boy', 'littl', 'girl', 'either', 'way', 'becom', 'third', 'list', 'petul', 'idiot', 'understand', 'grow', 'ask', 'old', 'bastard', 'member', 'famili', 'explain', 'action', 'toler', 'come', 'blame', 'line', 'judg', 'weird']","['dont', 'know', 'lewi', 'littl', 'boy', 'littl', 'girl', 'either', 'way', 'becom', 'third', 'list', 'petul', 'idiot', 'understand', 'grow', 'ask', 'old', 'bastard', 'member', 'famili', 'explain', 'action', 'toler', 'come', 'blame', 'line', 'judg', 'weird']"
66,0,20120620015832Z,thats a pathetic flop fuck you jvg,"['thats', 'pathetic', 'flop', 'fuck', 'jvg']","['that', 'pathet', 'flop', 'fuck', 'jvg']","['that', 'pathet', 'flop', 'fuck', 'jvg']"
67,0,20120611195156Z,why should they bother improving ios if they sell more phones than they care to produce these advice are better served to the alsoruns wp first and foremost,"['bother', 'improving', 'ios', 'sell', 'phones', 'care', 'produce', 'advice', 'better', 'served', 'alsoruns', 'wp', 'first', 'foremost']","['bother', 'improv', 'io', 'sell', 'phone', 'care', 'produc', 'advic', 'better', 'serv', 'alsorun', 'wp', 'first', 'foremost']","['bother', 'improv', 'io', 'sell', 'phone', 'care', 'produc', 'advic', 'better', 'serv', 'alsorun', 'wp', 'first', 'foremost']"
68,0,,spursruss i live in argentina and its not all argentinians the problem being those who are loud on the issue are ill educated and you can be sure they wouldnt be rushing to fight anyone they would be cowering in the background my wife is argentinean and she is the first one to recognize the stupidity of the claims some of muppet think they fought their independence against the uk morons the lot of them the answer is simple if we were the leading colonial force you would be an english speaking country you arent because werent it was spain portugal france our interests were commercial also the worst part is they themselves exterminated the natives the spanish started it but actually it was the newly formed argies which did most of the killing of the native lovely eh clueless stuff you wonder why the government gets away with corruption so many ignorant people thats whyyou shouldnt judge all by the standard these a huge amount of argies who see the cristina drum beating for what it is the same as all presidents of argentina do using it to cover their failing,"['spursruss', 'live', 'argentina', 'argentinians', 'problem', 'loud', 'issue', 'ill', 'educated', 'sure', 'wouldnt', 'rushing', 'fight', 'anyone', 'would', 'cowering', 'background', 'wife', 'argentinean', 'first', 'one', 'recognize', 'stupidity', 'claims', 'muppet', 'think', 'fought', 'independence', 'uk', 'morons', 'lot', 'answer', 'simple', 'leading', 'colonial', 'force', 'would', 'english', 'speaking', 'country', 'arent', 'werent', 'spain', 'portugal', 'france', 'interests', 'commercial', 'also', 'worst', 'part', 'exterminated', 'natives', 'spanish', 'started', 'actually', 'newly', 'formed', 'argies', 'killing', 'native', 'lovely', 'eh', 'clueless', 'stuff', 'wonder', 'government', 'gets', 'away', 'corruption', 'many', 'ignorant', 'people', 'thats', 'whyyou', 'shouldnt', 'judge', 'standard', 'huge', 'amount', 'argies', 'see', 'cristina', 'drum', 'beating', 'presidents', 'argentina', 'using', 'cover', 'failing']","['spursruss', 'live', 'argentina', 'argentinian', 'problem', 'loud', 'issu', 'ill', 'educ', 'sure', 'wouldnt', 'rush', 'fight', 'anyon', 'would', 'cower', 'background', 'wife', 'argentinean', 'first', 'one', 'recogn', 'stupid', 'claim', 'muppet', 'think', 'fought', 'independ', 'uk', 'moron', 'lot', 'answer', 'simpl', 'lead', 'coloni', 'forc', 'would', 'english', 'speak', 'countri', 'arent', 'werent', 'spain', 'portug', 'franc', 'interest', 'commerci', 'also', 'worst', 'part', 'extermin', 'nativ', 'spanish', 'start', 'actual', 'newli', 'form', 'argi', 'kill', 'nativ', 'love', 'eh', 'clueless', 'stuff', 'wonder', 'govern', 'get', 'away', 'corrupt', 'mani', 'ignor', 'peopl', 'that', 'whyyou', 'shouldnt', 'judg', 'standard', 'huge', 'amount', 'argi', 'see', 'cristina', 'drum', 'beat', 'presid', 'argentina', 'use', 'cover', 'fail']","['spursruss', 'live', 'argentina', 'argentinian', 'problem', 'loud', 'issu', 'ill', 'educ', 'sure', 'wouldnt', 'rush', 'fight', 'anyon', 'would', 'cower', 'background', 'wife', 'argentinean', 'first', 'one', 'recogn', 'stupid', 'claim', 'muppet', 'think', 'fought', 'independ', 'uk', 'moron', 'lot', 'answer', 'simpl', 'lead', 'coloni', 'forc', 'would', 'english', 'speak', 'countri', 'arent', 'werent', 'spain', 'portug', 'franc', 'interest', 'commerci', 'also', 'worst', 'part', 'extermin', 'nativ', 'spanish', 'start', 'actual', 'newli', 'form', 'argi', 'kill', 'nativ', 'love', 'eh', 'clueless', 'stuff', 'wonder', 'govern', 'get', 'away', 'corrupt', 'mani', 'ignor', 'peopl', 'that', 'whyyou', 'shouldnt', 'judg', 'standard', 'huge', 'amount', 'argi', 'see', 'cristina', 'drum', 'beat', 'presid', 'argentina', 'use', 'cover', 'fail']"
69,0,20120527153941Z,you better hope because the marlins have a history of giving up their superstars,"['better', 'hope', 'marlins', 'history', 'giving', 'superstars']","['better', 'hope', 'marlin', 'histori', 'give', 'superstar']","['better', 'hope', 'marlin', 'histori', 'give', 'superstar']"
70,0,,well you guys have gone and done it now you put the words china and chinese up the required number of times for the dating asians ad to come up evidently ms zhang 50kg and 168cm for a bmi of 178 from hunan china wants to meet me she has her little mouth open like shes speaking whats that you ask zhang well yes as a matter of fact i am a physician  why are you clapping your hands together and jumping up and down  stop that squealing young lady and exprain yourself,"['well', 'guys', 'gone', 'done', 'put', 'words', 'china', 'chinese', 'required', 'number', 'times', 'dating', 'asians', 'ad', 'come', 'evidently', 'ms', 'zhang', '50kg', '168cm', 'bmi', '178', 'hunan', 'china', 'wants', 'meet', 'little', 'mouth', 'open', 'like', 'shes', 'speaking', 'whats', 'ask', 'zhang', 'well', 'yes', 'matter', 'fact', 'physician', 'clapping', 'hands', 'together', 'jumping', 'stop', 'squealing', 'young', 'lady', 'exprain']","['well', 'guy', 'gone', 'done', 'put', 'word', 'china', 'chines', 'requir', 'number', 'time', 'date', 'asian', 'ad', 'come', 'evid', 'ms', 'zhang', '50kg', '168cm', 'bmi', '178', 'hunan', 'china', 'want', 'meet', 'littl', 'mouth', 'open', 'like', 'shes', 'speak', 'what', 'ask', 'zhang', 'well', 'yes', 'matter', 'fact', 'physician', 'clap', 'hand', 'togeth', 'jump', 'stop', 'squeal', 'young', 'ladi', 'exprain']","['well', 'guy', 'gone', 'done', 'put', 'word', 'china', 'chines', 'requir', 'number', 'time', 'date', 'asian', 'ad', 'come', 'evid', 'ms', 'zhang', '50kg', '168cm', 'bmi', '178', 'hunan', 'china', 'want', 'meet', 'littl', 'mouth', 'open', 'like', 'shes', 'speak', 'what', 'ask', 'zhang', 'well', 'yes', 'matter', 'fact', 'physician', 'clap', 'hand', 'togeth', 'jump', 'stop', 'squeal', 'young', 'ladi', 'exprain']"
71,0,20120620154731Z,you mean like your off topic obama rant bellow,"['mean', 'like', 'topic', 'obama', 'rant', 'bellow']","['mean', 'like', 'topic', 'obama', 'rant', 'bellow']","['mean', 'like', 'topic', 'obama', 'rant', 'bellow']"
72,0,20120529035809Z,i hope they do it inconjunction with july 4,"['hope', 'inconjunction', 'july', '4']","['hope', 'inconjunct', 'juli', '4']","['hope', 'inconjunct', 'juli', '4']"
73,0,,surely will be a crushing blow when he doesnt get the next four years would you consider leaving the country,"['surely', 'crushing', 'blow', 'doesnt', 'get', 'next', 'four', 'years', 'would', 'consider', 'leaving', 'country']","['sure', 'crush', 'blow', 'doesnt', 'get', 'next', 'four', 'year', 'would', 'consid', 'leav', 'countri']","['sure', 'crush', 'blow', 'doesnt', 'get', 'next', 'four', 'year', 'would', 'consid', 'leav', 'countri']"
